name,population,median_income,state,place
"Gasquet CDP, California",511,43333,06,29154
"Gazelle CDP, California",132,38750,06,29252
"Georgetown CDP, California",3018,80850,06,29350
"Gerber CDP, California",1049,-666666666,06,29392
"Geyserville CDP, California",865,90938,06,29420
"Gilroy city, California",58802,116206,06,29504
"Glendale city, California",196512,74488,06,30000
"Glendora city, California",52458,103159,06,30014
"Glen Ellen CDP, California",1076,250001,06,30028
"Glennville CDP, California",38,-666666666,06,30126
"Golden Hills CDP, California",10051,96054,06,30282
"Gold Mountain CDP, California",89,-666666666,06,30339
"Gold River CDP, California",7932,141339,06,30345
"Goleta city, California",32677,104830,06,30378
"Gonzales city, California",8628,73906,06,30392
"Good Hope CDP, California",7877,45785,06,30410
"Goodmanville CDP, California",169,190521,06,30412
"Goodyears Bar CDP, California",64,-666666666,06,30420
"Goshen CDP, California",5154,55494,06,30476
"Graeagle CDP, California",516,48750,06,30560
"Grand Terrace city, California",13079,76791,06,30658
"Grangeville CDP, California",316,72443,06,30686
"Granite Bay CDP, California",21673,161557,06,30693
"Granite Hills CDP, California",4509,131127,06,30703
"Graniteville CDP, California",12,-666666666,06,30714
"Grass Valley city, California",13550,44906,06,30798
"Graton CDP, California",1802,86409,06,30812
"Grayson CDP, California",1344,78438,06,30882
"Greeley Hill CDP, California",945,24761,06,30900
"Greenacres CDP, California",4701,76250,06,30938
"Green Acres CDP, California",3205,63414,06,30944
"Greenfield CDP, California",3836,68569,06,30987
"Greenfield city, California",18833,69474,06,30994
"Greenhorn CDP, California",213,26250,06,31029
"Green Valley CDP (Los Angeles County), California",993,91750,06,31092
"Green Valley CDP (Solano County), California",1672,108750,06,31099
"Greenview CDP, California",109,-666666666,06,31134
"Greenville CDP, California",648,29614,06,31162
"Grenada CDP, California",321,54861,06,31246
"Gridley city, California",7510,54261,06,31260
"Grimes CDP, California",442,34063,06,31288
"Grizzly Flats CDP, California",1205,78415,06,31302
"Groveland CDP, California",495,52847,06,31372
"Grover Beach city, California",12846,77637,06,31393
"Guadalupe city, California",8138,58449,06,31414
"Guerneville CDP, California",4879,76484,06,31470
"Guinda CDP, California",95,-666666666,06,31540
"Gustine city, California",5990,51376,06,31568
"Hacienda Heights CDP, California",54841,94617,06,31596
"Half Moon Bay city, California",11792,137346,06,31708
"Hamilton Branch CDP, California",390,60208,06,31883
"Hamilton City CDP, California",2216,55000,06,31890
"Hanford city, California",57359,68316,06,31960
"Happy Camp CDP, California",854,34107,06,32030
"Happy Valley CDP, California",5443,62734,06,32036
"Harbison Canyon CDP, California",4380,86087,06,32044
"Hardwick CDP, California",144,-666666666,06,32156
"Harmony Grove CDP, California",1651,189435,06,32212
"Hartland CDP, California",0,-666666666,06,32324
"Hartley CDP, California",2895,108828,06,32340
"Hasley Canyon CDP, California",1450,142708,06,32385
"Hat Creek CDP, California",86,75417,06,32408
"Hawaiian Gardens city, California",14178,66578,06,32506
"Hawthorne city, California",87863,63847,06,32548
"Hayfork CDP, California",3639,39692,06,32562
"Hayward city, California",162254,98837,06,33000
"Healdsburg city, California",11439,94375,06,33056
"Heber CDP, California",8346,54668,06,33084
"Hemet city, California",88903,46194,06,33182
"Herald CDP, California",1041,98140,06,33294
"Hercules city, California",26050,114124,06,33308
"Herlong CDP, California",1307,48333,06,33336
"Hermosa Beach city, California",19787,144388,06,33364
"Hesperia city, California",99287,58578,06,33434
"Hickman CDP, California",753,82589,06,33504
"Hidden Hills city, California",2182,250001,06,33518
"Hidden Meadows CDP, California",3439,126089,06,33532
"Hidden Valley Lake CDP, California",6155,77051,06,33549
"Highgrove CDP, California",6270,90682,06,33574
"Highland city, California",56733,69225,06,33588
"Highlands CDP, California",2823,250001,06,33632
"Hillcrest CDP, California",11443,52980,06,33689
"Hillsborough town, California",11390,250001,06,33798
"Hilmar-Irwin CDP, California",6360,65059,06,33861
"Hiouchi CDP, California",189,-666666666,06,33935
"Hollister city, California",41077,87761,06,34120
"Holtville city, California",5672,45759,06,34246
"Home Garden CDP, California",1577,39219,06,34281
"Home Gardens CDP, California",12910,77403,06,34302
"Homeland CDP, California",6717,50339,06,34316
"Homestead Valley CDP, California",2758,34236,06,34392
"Homewood Canyon CDP, California",238,-666666666,06,34405
"Honcut CDP, California",229,162652,06,34428
"Hood CDP, California",243,-666666666,06,34484
"Hoopa CDP, California",2959,42361,06,34540
"Hopland CDP, California",922,59904,06,34652
"Hornbrook CDP, California",303,41719,06,34694
"Hornitos CDP, California",69,-666666666,06,34708
"Hughson city, California",7425,89256,06,34904
"Humboldt Hill CDP, California",3386,75085,06,34928
"Huntington Beach city, California",198735,104728,06,36000
"Huntington Park city, California",55439,51065,06,36056
"Huron city, California",6277,34714,06,36084
"Hyampom CDP, California",135,-666666666,06,36098
"Hydesville CDP, California",1118,61875,06,36126
"Hypericum CDP, California",220,92841,06,36135
"Idlewild CDP, California",0,-666666666,06,36168
"Idyllwild-Pine Cove CDP, California",2838,73006,06,36203
"Igo CDP, California",148,109405,06,36252
"Imperial city, California",19982,81657,06,36280
"Imperial Beach city, California",26375,68917,06,36294
"Independence CDP, California",785,54063,06,36350
"Indian Falls CDP, California",13,-666666666,06,36364
"Indianola CDP, California",720,40769,06,36420
"Indian Wells city, California",4827,120680,06,36434
"Indio city, California",88542,59399,06,36448
"Indio Hills CDP, California",565,43983,06,36452
"Industry city, California",244,94063,06,36490
"Inglewood city, California",108206,62845,06,36546
"Interlaken CDP, California",8079,106843,06,36613
"Inverness CDP, California",1660,72292,06,36616
"Inyokern CDP, California",857,62027,06,36658
"Ione city, California",5462,68902,06,36672
"Iron Horse CDP, California",349,50231,06,36735
"Irvine city, California",297868,114027,06,36770
"Irwindale city, California",1359,96250,06,36826
"Isla Vista CDP, California",15732,22386,06,36868
"Isleton city, California",520,42083,06,36882
"Ivanhoe CDP, California",4347,42259,06,36910
"Jackson city, California",4958,63400,06,36980
"Jacumba CDP, California",613,-666666666,06,37022
"Jamestown CDP, California",3543,43543,06,37106
"Jamul CDP, California",5963,126250,06,37120
"Janesville CDP, California",2874,68286,06,37134
"Jenner CDP, California",0,-666666666,06,37274
"Johannesburg CDP, California",90,-666666666,06,37400
"Johnson Park CDP, California",872,45756,06,37442
"Johnstonville CDP, California",1221,85221,06,37484
"Johnsville CDP, California",0,-666666666,06,37512
"Jones Valley CDP, California",1382,83375,06,37533
"Joshua Tree CDP, California",7398,47944,06,37554
"Jovista CDP, California",82,-666666666,06,37568
"Julian CDP, California",1332,74121,06,37582
"Junction City CDP, California",1180,55594,06,37596
"June Lake CDP, California",263,101250,06,37624
"Jurupa Valley city, California",104684,83430,06,37692
"Keddie CDP, California",81,-666666666,06,37904
"Keeler CDP, California",31,-666666666,06,37918
"Keene CDP, California",282,95433,06,37946
"Kelly Ridge CDP, California",3002,52177,06,38024
"Kelseyville CDP, California",3873,42381,06,38044
"Kennedy CDP, California",2632,42083,06,38065
"Kennedy Meadows CDP, California",93,-666666666,06,38076
"Kensington CDP, California",5288,167500,06,38086
"Kentfield CDP, California",7517,209750,06,38114
"Kenwood CDP, California",703,107533,06,38156
"Kep'el CDP, California",25,-666666666,06,38177
"Kerman city, California",15817,50130,06,38226
"Kernville CDP, California",780,39604,06,38310
"Keswick CDP, California",141,60673,06,38352
"Kettleman City CDP, California",779,42206,06,38394
"Keyes CDP, California",5483,52703,06,38422
"King City city, California",13419,59712,06,38520
"Kings Beach CDP, California",3066,53388,06,38548
"Kingsburg city, California",12413,73349,06,38562
"Kingvale CDP, California",104,-666666666,06,38604
"Kirkwood CDP, California",232,129844,06,38646
"Klamath CDP, California",946,43819,06,38702
"Knightsen CDP, California",1310,108250,06,38772
"Knights Ferry CDP, California",41,-666666666,06,38786
"Knights Landing CDP, California",944,40583,06,38800
"La Cañada Flintridge city, California",20613,187384,06,39003
"La Crescenta-Montrose CDP, California",20149,107954,06,39045
"La Cresta CDP, California",8726,51277,06,39052
"Ladera CDP, California",1449,170000,06,39094
"Ladera Heights CDP, California",6658,112604,06,39108
"Ladera Ranch CDP, California",25526,169706,06,39114
"Lafayette city, California",25384,192546,06,39122
"La Grange CDP, California",193,18438,06,39164
"Laguna Beach city, California",23121,135976,06,39178
"Laguna Hills city, California",31409,109750,06,39220
"Laguna Niguel city, California",64608,125495,06,39248
"Laguna Woods city, California",17546,53076,06,39259
"Lagunitas-Forest Knolls CDP, California",1742,113389,06,39283
"La Habra city, California",63287,88002,06,39290
"La Habra Heights city, California",5651,181591,06,39304
"La Honda CDP, California",1279,228864,06,39318
"Lake Almanor Country Club CDP, California",529,82757,06,39411
"Lake Almanor Peninsula CDP, California",332,95000,06,39420
"Lake Almanor West CDP, California",300,182292,06,39425
"Lake Arrowhead CDP, California",9647,79750,06,39444
"Lake California CDP, California",3668,88366,06,39460
"Lake City CDP, California",43,20625,06,39472
"Lake Davis CDP, California",76,-666666666,06,39483
"Lake Don Pedro CDP, California",1419,58852,06,39484
"Lake Elsinore city, California",68822,80350,06,39486
"Lake Forest city, California",85516,117374,06,39496
"Lakehead CDP, California",627,48472,06,39514
"Lake Hughes CDP, California",611,-666666666,06,39556
"Lake Isabella CDP, California",3553,25304,06,39570
"Lakeland Village CDP, California",12455,72029,06,39598
"Lake Los Angeles CDP, California",12497,53307,06,39612
"Lake Mathews CDP, California",7455,96044,06,39645
"Lake Nacimiento CDP, California",3050,74430,06,39670
"Lake of the Pines CDP, California",4548,99128,06,39690
"Lake of the Woods CDP, California",722,51133,06,39696
"Lakeport city, California",5048,75155,06,39710
"Lake Riverside CDP, California",1086,72446,06,39715
"Lake San Marcos CDP, California",4127,91308,06,39724
"Lake Shastina CDP, California",2880,66538,06,39728
"Lake Sherwood CDP, California",1729,250001,06,39735
"Lakeside CDP (Kern County), California",1420,-666666666,06,39759
"Lakeside CDP (San Diego County), California",21383,83720,06,39766
"Lakeview CDP, California",2307,93636,06,39836
"Lake Wildwood CDP, California",4928,77128,06,39885
"Lakewood city, California",82419,102163,06,39892
"La Mesa city, California",61040,75616,06,40004
"La Mirada city, California",47957,97672,06,40032
"Lamont CDP, California",14269,40341,06,40088
"Lanare CDP, California",499,41724,06,40116
"Lancaster city, California",171820,61454,06,40130
"La Palma city, California",15650,106473,06,40256
"La Porte CDP, California",0,-666666666,06,40312
"La Presa CDP, California",38492,75743,06,40326
"La Puente city, California",38447,73827,06,40340
"La Quinta city, California",37846,83412,06,40354
"La Riviera CDP, California",11723,77493,06,40410
"Larkfield-Wikiup CDP, California",7595,84508,06,40426
"Larkspur city, California",12972,135260,06,40438
"La Selva Beach CDP, California",2635,136058,06,40508
"Las Flores CDP (Orange County), California",5227,147404,06,40526
"Las Flores CDP (Tehama County), California",232,-666666666,06,40536
"Las Lomas CDP, California",3614,76949,06,40592
"Lathrop city, California",28078,99632,06,40704
"Laton CDP, California",1551,50956,06,40746
"La Verne city, California",31423,95957,06,40830
"La Vina CDP, California",387,80100,06,40872
"Lawndale city, California",32035,72246,06,40886
"Laytonville CDP, California",770,49167,06,40928
"Lebec CDP, California",868,24198,06,40956
"Lee Vining CDP, California",106,-666666666,06,40998
"Leggett CDP, California",45,-666666666,06,41026
"Le Grand CDP, California",1635,50441,06,41040
"Lemon Cove CDP, California",504,54489,06,41110
"Lemon Grove city, California",27513,71082,06,41124
"Lemon Hill CDP, California",14471,43254,06,41142
"Lemoore city, California",26631,71503,06,41152
"Lemoore Station CDP, California",6692,59092,06,41166
"Lennox CDP, California",21514,49694,06,41180
"Lenwood CDP, California",4353,53961,06,41194
"Leona Valley CDP, California",1486,105667,06,41208
"Lewiston CDP, California",1817,51439,06,41278
"Lexington Hills CDP, California",2532,210156,06,41282
"Likely CDP, California",0,-666666666,06,41390
"Lincoln city, California",49203,93232,06,41474
"Lincoln Village CDP, California",3503,78945,06,41558
"Linda CDP, California",23304,53571,06,41572
"Lindcove CDP, California",135,28750,06,41656
"Linden CDP, California",1899,115016,06,41670
"Lindsay city, California",12551,39375,06,41712
"Linnell Camp CDP, California",670,30913,06,41740
"Litchfield CDP, California",151,58672,06,41782
"Little Grass Valley CDP, California",0,-666666666,06,41789
"Little River CDP, California",186,-666666666,06,41866
"Littlerock CDP, California",1144,48250,06,41880
"Little Valley CDP, California",28,33182,06,41908
"Live Oak CDP, California",16948,91317,06,41922
"Live Oak city, California",9119,62974,06,41936
"Livermore city, California",88403,139904,06,41992
"Livingston city, California",14078,68958,06,42006
"Lockeford CDP, California",4076,80324,06,42104
"Lockwood CDP (Amador County), California",579,-666666666,06,42142
"Lockwood CDP (Monterey County), California",322,-666666666,06,42146
"Lodi city, California",66107,70302,06,42202
"Lodoga CDP, California",164,-666666666,06,42230
"Loleta CDP, California",584,54205,06,42328
"Loma Linda city, California",24712,63272,06,42370
"Loma Mar CDP, California",252,250001,06,42384
"Loma Rica CDP, California",2782,97544,06,42412
"Lomita city, California",20884,85852,06,42468
"Lompico CDP, California",925,86087,06,42510
"Lompoc city, California",44232,60234,06,42524
"London CDP, California",1531,34750,06,42566
"Lone Pine CDP, California",1580,34946,06,42580
"Long Barn CDP, California",97,-666666666,06,42622
"Long Beach city, California",466565,71150,06,43000
"Lookout CDP, California",43,56250,06,43126
"Loomis town, California",6791,72955,06,43140
"Los Alamitos city, California",11780,91051,06,43224
"Los Alamos CDP, California",1343,67418,06,43252
"Los Altos city, California",31562,250001,06,43280
"Los Altos Hills town, California",8520,250001,06,43294
"Los Angeles city, California",3902440,69778,06,44000
"Los Banos city, California",44421,69607,06,44028
"Los Berros CDP, California",165,124722,06,44042
"Los Gatos town, California",33309,166642,06,44112
"Los Molinos CDP, California",1906,54643,06,44140
"Los Olivos CDP, California",983,114250,06,44168
"Los Osos CDP, California",15692,82894,06,44182
"Los Ranchos CDP, California",1548,160987,06,44242
"Lost Hills CDP, California",1768,39615,06,44280
"Lower Lake CDP, California",1036,34384,06,44350
"Loyalton city, California",999,79185,06,44364
"Loyola CDP, California",3564,250001,06,44378
"Lucas Valley-Marinwood CDP, California",6546,168221,06,44399
"Lucerne CDP, California",3004,44139,06,44406
"Lucerne Valley CDP, California",5998,38096,06,44420
"Lynwood city, California",67497,61612,06,44574
"Lytle Creek CDP, California",640,52083,06,44644
"Mabie CDP, California",72,-666666666,06,44672
"McArthur CDP, California",418,-666666666,06,44700
"McClellan Park CDP, California",991,27500,06,44760
"McClenney Tract CDP, California",36,-666666666,06,44770
"McCloud CDP, California",870,41950,06,44784
"Macdoel CDP, California",94,-666666666,06,44812
"McFarland city, California",14085,38651,06,44826
"McGee Creek CDP, California",0,-666666666,06,44830
"McKinleyville CDP, California",16457,59327,06,44910
"McKittrick CDP, California",113,39688,06,44924
"McSwain CDP, California",4606,111995,06,45006
"Madeline CDP, California",22,-666666666,06,45008
"Madera city, California",66173,53777,06,45022
"Madera Acres CDP, California",10106,92909,06,45050
"Madera Ranchos CDP, California",3432,88259,06,45054
"Madison CDP, California",478,42696,06,45064
"Mad River CDP, California",347,30125,06,45092
"Magalia CDP, California",10537,51766,06,45120
"Malaga CDP, California",931,45893,06,45232
"Malibu city, California",10915,178594,06,45246
"Mammoth Lakes town, California",7321,77545,06,45358
"Manchester CDP, California",280,54006,06,45386
"Manhattan Beach city, California",35585,169586,06,45400
"Manila CDP, California",716,61406,06,45414
"Manteca city, California",82408,82538,06,45484
"Manton CDP, California",291,118199,06,45512
"March ARB CDP, California",1103,85435,06,45680
"Maricopa city, California",1315,43654,06,45736
"Marina city, California",22246,78795,06,45778
"Marina del Rey CDP, California",9355,132746,06,45806
"Marin City CDP, California",3094,76148,06,45820
"Mariposa CDP, California",1305,30061,06,45932
"Markleeville CDP, California",183,86667,06,45988
"Martell CDP, California",223,137902,06,46100
"Martinez city, California",37308,114390,06,46114
"Marysville city, California",12451,45867,06,46170
"Matheny CDP, California",1078,56369,06,46223
"Mather CDP, California",4707,122813,06,46226
"Maxwell CDP, California",1107,68542,06,46338
"Mayfair CDP, California",5299,42857,06,46400
"Mayflower Village CDP, California",5448,107500,06,46436
"Maywood city, California",25477,54535,06,46492
"Meadowbrook CDP, California",3874,49480,06,46520
"Meadow Valley CDP, California",395,74009,06,46618
"Meadow Vista CDP, California",3537,87614,06,46632
"Mead Valley CDP, California",20698,73592,06,46646
"Mecca CDP, California",4451,25202,06,46660
"Meiners Oaks CDP, California",4065,83789,06,46702
"Mendocino CDP, California",715,73750,06,46814
"Mendota city, California",12534,38360,06,46828
"Menifee city, California",101089,80741,06,46842
"Menlo Park city, California",33677,179913,06,46870
"Mentone CDP, California",9708,65949,06,46884
"Merced city, California",85993,52305,06,46898
"Meridian CDP, California",360,45833,06,46926
"Mesa CDP, California",383,120197,06,47013
"Mesa Verde CDP, California",918,43365,06,47066
"Mesa Vista CDP, California",273,93438,06,47086
"Mettler CDP, California",232,82750,06,47164
"Mexican Colony CDP, California",363,45353,06,47192
"Meyers CDP, California",2455,91184,06,47206
"Middletown CDP, California",1577,150473,06,47332
"Midpines CDP, California",295,58864,06,47374
"Midway City CDP, California",8440,48323,06,47430
"Milford CDP, California",103,-666666666,06,47472
"Millbrae city, California",23083,141399,06,47486
"Millerton CDP, California",758,177897,06,47592
"Mill Valley city, California",14240,179529,06,47710
"Millville CDP, California",765,97083,06,47724
"Milpitas city, California",79593,149312,06,47766
"Mineral CDP, California",210,44750,06,47794
"Minkler CDP, California",789,56776,06,47822
"Mira Monte CDP, California",6893,80174,06,48046
"Miranda CDP, California",412,-666666666,06,48060
"Mission Canyon CDP, California",2353,157778,06,48147
"Mission Hills CDP, California",3435,99517,06,48186
"Mission Viejo city, California",93932,126320,06,48256
"Mi-Wuk Village CDP, California",1076,118163,06,48298
"Modesto city, California",217728,67011,06,48354
"Modjeska CDP, California",838,103967,06,48410
"Mohawk Vista CDP, California",42,-666666666,06,48448
"Mojave CDP, California",3620,44757,06,48452
"Mokelumne Hill CDP, California",680,76791,06,48480
"Monmouth CDP, California",111,36389,06,48592
"Mono City CDP, California",197,-666666666,06,48602
"Mono Vista CDP, California",3415,77054,06,48641
"Monrovia city, California",37999,87077,06,48648
"Monson CDP, California",178,48438,06,48676
"Montague city, California",1446,53837,06,48690
"Montalvin Manor CDP, California",2232,71833,06,48718
"Montara CDP, California",2879,165722,06,48760
"Montclair city, California",37871,67483,06,48788
"Montebello city, California",62828,66584,06,48816
"Montecito CDP, California",8494,193423,06,48844
"Monterey city, California",30014,85365,06,48872
"Monterey Park city, California",61153,68497,06,48914
"Monterey Park Tract CDP, California",228,140450,06,48916
"Monte Rio CDP, California",864,42442,06,48928
"Monte Sereno city, California",3502,250001,06,48956
"Montgomery Creek CDP, California",196,-666666666,06,48998
"Monument Hills CDP, California",1508,250001,06,49045
"Moorpark city, California",36201,125915,06,49138
"Morada CDP, California",3320,-666666666,06,49180
"Moraga town, California",16750,167784,06,49187
"Moreno Valley city, California",208371,73635,06,49270
"Morgan Hill city, California",45267,139161,06,49278
"Morongo Valley CDP, California",3159,42552,06,49348
"Morro Bay city, California",10785,80808,06,49362
"Moskowite Corner CDP, California",109,-666666666,06,49432
"Moss Beach CDP, California",3227,116773,06,49446
"Moss Landing CDP, California",11,-666666666,06,49488
"Mountain Center CDP, California",35,-666666666,06,49544
"Mountain Gate CDP, California",795,30086,06,49558
"Mountain House CDP, California",23132,154357,06,49582
"Mountain Meadows CDP, California",222,-666666666,06,49592
"Mountain Mesa CDP, California",867,46168,06,49600
"Mountain Ranch CDP, California",256,141017,06,49628
"Mountain View CDP, California",1868,73496,06,49651
"Mountain View city, California",82409,158104,06,49670
"Mountain View Acres CDP, California",3337,57156,06,49684
"Mt. Bullion CDP, California",133,-666666666,06,49726
"Mount Hebron CDP, California",48,-666666666,06,49768
"Mount Hermon CDP, California",1254,142782,06,49796
"Mount Laguna CDP, California",124,-666666666,06,49810
"Mount Shasta city, California",3247,45020,06,49852
"Muir Beach CDP, California",430,181000,06,49950
"Murphys CDP, California",1928,45282,06,50034
"Murrieta city, California",111096,98466,06,50076
"Muscoy CDP, California",10925,45907,06,50132
"Myers Flat CDP, California",131,-666666666,06,50146
"Myrtletown CDP, California",4857,52969,06,50188
"Napa city, California",79700,92700,06,50258
"National City city, California",56846,51735,06,50398
"Needles city, California",4921,32839,06,50734
"Nevada City city, California",3097,53534,06,50874
"Newark city, California",47815,144011,06,50916
"Newcastle CDP, California",1505,93500,06,51000
"New Cuyama CDP, California",711,53947,06,51028
"Newell CDP, California",396,-666666666,06,51042
"Newman city, California",12154,76895,06,51140
"New Pine Creek CDP, California",83,-666666666,06,51168
"Newport Beach city, California",85806,142463,06,51182
"Nicasio CDP, California",62,-666666666,06,51280
"Nice CDP, California",2655,45781,06,51294
"Nicolaus CDP, California",136,90417,06,51336
"Niland CDP, California",452,2499,06,51392
"Nipinnawasee CDP, California",368,66366,06,51470
"Nipomo CDP, California",18440,88525,06,51476
"Norco city, California",26176,115619,06,51560
"Nord CDP, California",313,59522,06,51574
"Norris Canyon CDP, California",895,250001,06,51622
"North Auburn CDP, California",14307,72549,06,51637
"North Edwards CDP, California",1037,58068,06,51812
"North El Monte CDP, California",3796,88795,06,51820
"North Fair Oaks CDP, California",14360,108580,06,51840
"North Fork CDP, California",3078,60967,06,51868
"North Gate CDP, California",687,243808,06,51890
"North Highlands CDP, California",48424,55616,06,51924
"North Lakeport CDP, California",2986,61563,06,51990
"North Richmond CDP, California",3928,87740,06,52162
"North San Juan CDP, California",103,-666666666,06,52246
"North Shore CDP, California",2982,29797,06,52302
"North Tustin CDP, California",25708,157487,06,52379
"Norwalk city, California",103330,83217,06,52526
"Novato city, California",53214,107975,06,52582
"Nubieber CDP, California",38,-666666666,06,52610
"Nuevo CDP, California",7491,89891,06,52624
"Oakdale city, California",23016,72479,06,52694
"Oak Glen CDP, California",274,-666666666,06,52715
"Oak Hills CDP, California",9123,87744,06,52760
"Oakhurst CDP, California",5272,61250,06,52764
"Oakland city, California",437548,85628,06,53000
"Oakley city, California",42996,109806,06,53070
"Oak Park CDP, California",13561,143153,06,53116
"Oak Run CDP, California",410,21333,06,53140
"Oak Shores CDP, California",210,64274,06,53160
"Oak View CDP, California",6169,99375,06,53182
"Oakville CDP, California",0,-666666666,06,53196
"Oasis CDP, California",2790,20598,06,53224
"Occidental CDP, California",1126,81250,06,53266
"Oceano CDP, California",7371,68495,06,53294
"Oceanside city, California",174461,80837,06,53322
"Ocotillo CDP, California",167,19191,06,53378
"Oildale CDP, California",34350,42073,06,53448
"Ojai city, California",7640,71700,06,53476
"Olancha CDP, California",158,61964,06,53490
"Olde Stockdale CDP, California",718,144441,06,53503
"Old Fig Garden CDP, California",5683,98438,06,53505
"Old River CDP, California",6,-666666666,06,53574
"Old Station CDP, California",20,-666666666,06,53602
"Old Stine CDP, California",3759,51000,06,53603
"Olivehurst CDP, California",16262,60548,06,53714
"Ono CDP, California",72,46250,06,53882
"Ontario city, California",175223,71908,06,53896
"Onyx CDP, California",661,32318,06,53910
"Orange city, California",139195,102125,06,53980
"Orange Blossom CDP, California",1204,92872,06,53987
"Orange Cove city, California",9680,28626,06,54008
"Orangevale CDP, California",35729,89426,06,54092
"Orcutt CDP, California",30940,100979,06,54120
"Orick CDP, California",300,36042,06,54218
"Orinda city, California",19497,248984,06,54232
"Orland city, California",8168,49872,06,54274
"Orosi CDP, California",8701,53638,06,54372
"Oroville city, California",20409,38801,06,54386
"Oroville East CDP, California",7701,78016,06,54388
"Oxnard city, California",202981,83180,06,54652
"Pacheco CDP, California",5129,93737,06,54764
"Pacifica city, California",38595,138548,06,54806
"Pacific Grove city, California",15169,92980,06,54848
"Pajaro CDP, California",3066,58529,06,55044
"Pajaro Dunes CDP, California",228,-666666666,06,55048
"Pala CDP, California",966,90417,06,55058
"Palermo CDP, California",5387,42135,06,55086
"Palmdale city, California",167987,70858,06,55156
"Palm Desert city, California",51081,67514,06,55184
"Palm Springs city, California",44799,61597,06,55254
"Palo Alto city, California",68624,194782,06,55282
"Palo Cedro CDP, California",3275,97303,06,55296
"Palos Verdes Estates city, California",13403,202569,06,55380
"Palo Verde CDP, California",85,-666666666,06,55422
"Panorama Heights CDP, California",57,-666666666,06,55506
"Paradise town, California",7730,51396,06,55520
"Paradise CDP, California",201,93333,06,55528
"Paradise Park CDP, California",608,88413,06,55604
"Paramount city, California",53904,60456,06,55618
"Parklawn CDP, California",1492,-666666666,06,55728
"Parksdale CDP, California",2559,52321,06,55751
"Parkway CDP, California",16091,50422,06,55800
"Parkwood CDP, California",2496,51391,06,55842
"Parlier city, California",14666,42818,06,55856
"Pasadena city, California",138771,89661,06,56000
"Pasatiempo CDP, California",1104,199528,06,56028
"Paskenta CDP, California",56,48750,06,56042
"Patterson city, California",23517,82979,06,56112
"Patterson Tract CDP, California",1696,46250,06,56120
"Patton Village CDP, California",822,50927,06,56140
"Paxton CDP, California",0,-666666666,06,56182
"Paynes Creek CDP, California",47,19138,06,56196
"Pearsonville CDP, California",0,-666666666,06,56294
"Penngrove CDP, California",2187,91618,06,56476
"Penn Valley CDP, California",1124,56667,06,56518
"Penryn CDP, California",1073,80455,06,56546
"Pepperdine University CDP, California",2764,158313,06,56598
"Perris city, California",78106,70910,06,56700
"Pescadero CDP, California",362,-666666666,06,56756
"Petaluma city, California",60050,100379,06,56784
"Petaluma Center CDP, California",837,50833,06,56786
"Peters CDP, California",457,97115,06,56798
"Phelan CDP, California",18599,66589,06,56826
"Phillipsville CDP, California",0,-666666666,06,56854
"Philo CDP, California",206,32308,06,56868
"Phoenix Lake CDP, California",4852,62946,06,56870
"Pico Rivera city, California",62383,78056,06,56924
"Piedmont city, California",11368,250001,06,56938
"Pierpoint CDP, California",45,-666666666,06,57011
"Pike CDP, California",154,34100,06,57036
"Pine Canyon CDP, California",2603,97656,06,57070
"Pine Flat CDP, California",205,26250,06,57134
"Pine Grove CDP, California",2864,75169,06,57148
"Pine Hills CDP, California",3402,66199,06,57204
"Pine Mountain Club CDP, California",2124,50588,06,57240
"Pine Mountain Lake CDP, California",3017,62303,06,57244
"Pine Valley CDP, California",1678,108125,06,57260
"Pinole city, California",19065,104275,06,57288
"Piñon Hills CDP, California",7641,62844,06,57302
"Pioneer CDP, California",1450,100548,06,57330
"Piru CDP, California",2203,64342,06,57372
"Pismo Beach city, California",8058,94268,06,57414
"Pittsburg city, California",75701,88343,06,57456
"Pixley CDP, California",4137,42827,06,57512
"Placentia city, California",51951,103041,06,57526
"Placerville city, California",10777,64348,06,57540
"Plainview CDP, California",493,42813,06,57568
"Planada CDP, California",3732,44324,06,57582
"Platina CDP, California",24,-666666666,06,57666
"Pleasant Hill city, California",34649,131012,06,57764
"Pleasanton city, California",79558,167932,06,57792
"Pleasure Point CDP, California",6222,99615,06,57825
"Plumas Eureka CDP, California",428,83056,06,57828
"Plumas Lake CDP, California",8349,104021,06,57829
"Plymouth city, California",1138,77643,06,57834
"Point Arena city, California",437,47969,06,57876
"Point Reyes Station CDP, California",295,-666666666,06,57960
"Pollock Pines CDP, California",6450,58287,06,58030
"Pomona city, California",151592,67549,06,58072
"Ponderosa CDP, California",53,-666666666,06,58134
"Poplar-Cotton Center CDP, California",1948,38667,06,58191
"Port Costa CDP, California",247,-666666666,06,58226
"Porterville city, California",62164,48955,06,58240
"Port Hueneme city, California",21954,67386,06,58296
"Portola city, California",2204,45234,06,58352
"Portola Valley town, California",4458,250001,06,58380
"Posey CDP, California",0,-666666666,06,58422
"Poso Park CDP, California",3,-666666666,06,58436
"Post Mountain CDP, California",29,-666666666,06,58456
"Potomac Park CDP, California",10517,45519,06,58471
"Potrero CDP, California",366,-666666666,06,58478
"Potter Valley CDP, California",460,69135,06,58506
"Poway city, California",49005,119847,06,58520
"Prattville CDP, California",56,48603,06,58618
"Princeton CDP, California",316,-666666666,06,58758
"Proberta CDP, California",80,-666666666,06,58814
"Prunedale CDP, California",19893,95175,06,58870
